,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
1175,185,6,2020,5656,Marquez Valdes-ScantlingWR15260875,WR,gnb,a,tam,6.2,4600,Marquez Valdes-ScantlingWR15260875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.0,0.4615,52.5,0.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,10016,GNB,78.75,7.325,5.6499999999999995,0.29475,0.0,4.25,2.0,23.25,0.0,0.0,0.75,35.5,29.75,2.0,1.75,1.0,73.5,7.074999999999999,4.875,0.285,0.010499999999999999,3.0,1.25,20.75,0.5,0.25,3.0,36.25,22.0,1.5,3.25,5.25,4.5,4.25,4.0,2.0,2.0,0.25,0.25,0.25,12.25,0.0,0.0,0.25,0.0,0.0,0.25,37.5,25.25,10026,TAM,75.6,7.860000000000001,3.96,0.205,0.024,2.2,1.4,15.6,1.2,0.6,3.4,39.2,21.6,1.6,4.6,1.0,79.4,8.24,4.58,0.2352,0.018,3.2,1.8,18.8,0.8,0.6,1.6,40.8,24.0,2.2,4.0,17.8,2.6,2.6,2.6,1.6,1.4,0.0,0.0,0.0,12.6,0.0,0.0,0.4,0.0,0.0,0.4,22.4,27.4
1176,27,6,2020,1547,Drew LockQB15260873,QB,den,a,nwe,5.46,5400,Drew LockQB15260873,11.5,19.0,43.35,118.0,0.5,0.0,0.5,-4.0,5.25,6.5,69.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.835,0.0,1.0,-4.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1177,51,6,2020,5630,Phillip LindsayRB15260873,RB,den,a,nwe,13.1,4300,Phillip LindsayRB15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,1.0,7.0,24.0,3.43,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1178,81,6,2020,5620,Royce FreemanRB15260873,RB,den,a,nwe,4,4000,Royce FreemanRB15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.75,12.25,0.0,0.75,2.25,7.5,2.6675,0.0,0.25,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1179,145,6,2020,5651,Tim PatrickWR15260873,WR,den,a,nwe,17.1,4500,Tim PatrickWR15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,4.0,0.7642500000000001,52.25,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1180,192,6,2020,5832,Jerry JeudyWR15260873,WR,den,a,nwe,5.2,5500,Jerry JeudyWR15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.75,0.53175,58.5,0.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1181,232,6,2020,5862,Tyrie ClevelandWR15260873,WR,den,a,nwe,0,3000,Tyrie ClevelandWR15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1182,237,6,2020,5640,DaeSean HamiltonWR15260873,WR,den,a,nwe,0,3000,DaeSean HamiltonWR15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.333,10.666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1183,311,6,2020,4688,Nick VannettTE15260873,TE,den,a,nwe,1.7,3100,Nick VannettTE15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1184,320,6,2020,4722,Jake ButtTE15260873,TE,den,a,nwe,0,3000,Jake ButtTE15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.5,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
1185,46,6,2020,5586,J.D. McKissicRB15260891,RB,was,a,nyg,14.4,4400,J.D. McKissicRB15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.4,0.515,24.8,0.0,0.8,3.8,15.0,2.992,0.0,1.0,0.0,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
1186,59,6,2020,5827,Antonio GibsonRB15260891,RB,was,a,nyg,9.5,5500,Antonio GibsonRB15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.0,0.86,24.4,0.0,1.0,11.0,42.6,3.932,0.6,2.2,0.0,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
1187,91,6,2020,5507,Peyton BarberRB15260891,RB,was,a,nyg,2,4000,Peyton BarberRB15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,6.0,10.25,1.595,0.5,1.0,0.0,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
1188,150,6,2020,5757,Terry McLaurinWR15260891,WR,was,a,nyg,14.4,5700,Terry McLaurinWR15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,5.8,0.6113999999999999,82.6,0.2,4.4,0.2,0.6,0.6,0.0,0.2,0.0,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
1189,170,6,2020,5097,Dontrelle InmanWR15260891,WR,was,a,nyg,9.5,3600,Dontrelle InmanWR15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.4,0.62,20.6,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
1190,280,6,2020,1463,Logan ThomasTE15260891,TE,was,a,nyg,13.2,3300,Logan ThomasTE15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.8,0.4029999999999999,21.2,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
1191,47,6,2020,5444,Ezekiel ElliottRB15260870,RB,dal,h,ari,14,8100,Ezekiel ElliottRB15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.8,0.7304,34.6,0.2,2.0,17.8,72.8,4.026,1.0,5.2,0.0,10011,DAL,90.2,7.18,5.38,0.3068,0.024,3.8,1.6,27.8,0.8,1.4,2.2,49.2,25.0,1.8,3.0,1.0,86.8,7.06,4.64,0.262,0.0072,3.8,2.4,22.8,0.2,0.4,2.0,36.4,33.4,2.6,4.0,7.2,4.0,3.0,2.6,1.8,1.6,1.0,0.6,0.0,9.2,0.0,0.0,0.0,0.2,0.0,0.2,32.6,35.6,10029,ARI,77.6,7.859999999999999,4.46,0.2512,0.005,2.2,1.8,19.6,0.2,0.2,2.8,36.2,27.6,2.0,4.4,1.0,80.8,7.9,4.86,0.2908,0.020200000000000003,3.2,1.2,23.4,1.2,0.4,1.6,37.8,29.6,1.6,3.8,21.8,2.2,1.8,1.8,2.0,1.8,0.4,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,20.4,25.6
1192,67,6,2020,5718,Tony PollardRB15260870,RB,dal,h,ari,6,4000,Tony PollardRB15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.7667999999999999,7.6,0.0,0.4,2.6,12.4,3.6659999999999995,0.2,0.8,0.0,10011,DAL,90.2,7.18,5.38,0.3068,0.024,3.8,1.6,27.8,0.8,1.4,2.2,49.2,25.0,1.8,3.0,1.0,86.8,7.06,4.64,0.262,0.0072,3.8,2.4,22.8,0.2,0.4,2.0,36.4,33.4,2.6,4.0,7.2,4.0,3.0,2.6,1.8,1.6,1.0,0.6,0.0,9.2,0.0,0.0,0.0,0.2,0.0,0.2,32.6,35.6,10029,ARI,77.6,7.859999999999999,4.46,0.2512,0.005,2.2,1.8,19.6,0.2,0.2,2.8,36.2,27.6,2.0,4.4,1.0,80.8,7.9,4.86,0.2908,0.020200000000000003,3.2,1.2,23.4,1.2,0.4,1.6,37.8,29.6,1.6,3.8,21.8,2.2,1.8,1.8,2.0,1.8,0.4,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,20.4,25.6
1193,136,6,2020,5376,Amari CooperWR15260870,WR,dal,h,ari,20.9,6800,Amari CooperWR15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.8,0.6762,84.8,0.2,4.6,0.2,-0.4,-0.4,0.0,0.0,0.0,10011,DAL,90.2,7.18,5.38,0.3068,0.024,3.8,1.6,27.8,0.8,1.4,2.2,49.2,25.0,1.8,3.0,1.0,86.8,7.06,4.64,0.262,0.0072,3.8,2.4,22.8,0.2,0.4,2.0,36.4,33.4,2.6,4.0,7.2,4.0,3.0,2.6,1.8,1.6,1.0,0.6,0.0,9.2,0.0,0.0,0.0,0.2,0.0,0.2,32.6,35.6,10029,ARI,77.6,7.859999999999999,4.46,0.2512,0.005,2.2,1.8,19.6,0.2,0.2,2.8,36.2,27.6,2.0,4.4,1.0,80.8,7.9,4.86,0.2908,0.020200000000000003,3.2,1.2,23.4,1.2,0.4,1.6,37.8,29.6,1.6,3.8,21.8,2.2,1.8,1.8,2.0,1.8,0.4,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,20.4,25.6
